Date,HSI,SI,PI,CI,DTI,CTI
2012-08-01,570,1047,954,1181,642,
2012-08-02,558,1032,931,1178,638,
2012-08-03,552,1023,910,1200,634,
2012-08-06,544,1010,890,1214,626,
2012-08-07,539,995,868,1237,623,
2012-08-08,538,982,840,1204,619,
2012-08-09,535,966,823,1192,615,
2012-08-10,531,946,814,1169,613,
2012-08-13,523,906,804,1158,612,
2012-08-14,512,886,803,1147,608,
2012-08-15,506,877,801,1120,604,
2012-08-16,502,865,801,1105,604,
2012-08-17,496,856,806,1095,606,
2012-08-20,490,847,819,1087,608,
2012-08-21,485,841,833,1082,610,
2012-08-22,481,838,843,1091,614,
2012-08-23,477,833,840,1103,617,
2012-08-24,474,833,828,1124,617,
2012-08-28,472,845,812,1182,618,
2012-08-29,466,853,788,1177,620,
2012-08-30,463,857,758,1169,622,
2012-08-31,459,858,735,1172,626,
2012-09-03,458,855,714,1180,627,
2012-09-04,456,857,686,1186,628,
2012-09-05,455,852,647,1188,626,
2012-09-06,457,849,617,1186,628,
2012-09-07,458,845,599,1186,631,
2012-09-10,461,837,582,1188,634,
2012-09-11,466,832,566,1187,637,
2012-09-12,471,827,545,1186,635,
2012-09-13,475,821,527,1198,634,
2012-09-14,477,825,502,1204,633,
2012-09-17,479,828,483,1219,634,
2012-09-18,480,834,474,1326,635,
2012-09-19,480,839,468,1421,637,
2012-09-20,482,843,468,1531,642,
2012-09-21,484,845,467,1584,643,
2012-09-24,486,850,461,1578,642,
2012-09-25,483,847,441,1568,640,
2012-09-26,479,847,426,1549,638,
2012-09-27,476,847,418,1548,640,
2012-09-28,472,844,425,1621,646,
2012-10-01,467,836,439,1660,649,
2012-10-02,454,830,463,1676,652,
2012-10-03,448,825,496,1738,656,
2012-10-04,445,818,544,1873,660,
2012-10-05,444,810,598,1932,664,
2012-10-08,444,802,647,1921,664,
2012-10-09,442,795,712,1829,662,
2012-10-10,442,791,784,1775,662,
2012-10-11,444,789,843,1833,663,
2012-10-12,444,787,871,1914,665,
2012-10-15,444,783,885,1960,667,
2012-10-16,443,776,904,2103,668,
2012-10-17,443,768,904,2162,668,
2012-10-18,444,754,895,2135,670,
2012-10-19,445,746,879,2217,672,
2012-10-22,445,740,861,2332,676,
2012-10-23,442,732,843,2587,680,
2012-10-24,440,721,825,2530,681,
2012-10-25,437,716,811,2432,683,
2012-10-26,434,712,804,2451,681,
2012-10-29,432,706,799,2460,678,
2012-10-30,430,699,792,2458,675,
2012-10-31,429,693,782,2419,672,
2012-11-01,426,689,770,2355,674,
2012-11-02,422,678,766,2304,672,
2012-11-05,419,671,757,2261,667,
2012-11-06,416,669,747,2186,659,
2012-11-07,412,662,737,2098,655,
2012-11-08,409,654,726,2119,662,
2012-11-09,407,647,722,2203,667,
2012-11-12,405,644,720,2283,680,
2012-11-13,405,649,732,2327,687,
2012-11-14,402,652,774,2375,700,
2012-11-15,403,653,846,2350,713,
2012-11-16,405,655,886,2347,715,
2012-11-19,407,664,902,2369,715,
2012-11-20,409,674,933,2367,723,
2012-11-21,416,687,963,2335,723,
2012-11-22,424,695,991,2318,725,
2012-11-23,431,706,1013,2288,723,
2012-11-26,434,716,1021,2277,723,
2012-11-27,438,724,1023,2275,721,
2012-11-28,442,732,1009,2275,719,
2012-11-29,446,742,994,2241,708,
2012-11-30,448,751,980,2199,705,
2012-12-03,448,760,973,2166,705,
2012-12-04,447,766,962,2095,703,
2012-12-05,446,772,949,2000,701,
2012-12-06,446,771,940,1897,702,
2012-12-07,447,768,936,1832,706,
2012-12-10,447,765,928,1762,707,
2012-12-11,447,760,914,1652,711,
2012-12-12,444,751,894,1446,724,
2012-12-13,443,751,871,1407,730,
2012-12-14,443,748,839,1440,741,
2012-12-17,444,746,815,1403,746,
2012-12-18,444,745,793,1315,754,
2012-12-19,444,742,765,1233,774,
2012-12-20,445,738,734,1226,779,
2012-12-21,446,738,710,1228,778,
2012-12-24,447,735,699,1235,774,
2013-01-02,446,732,685,1237,764,
2013-01-03,447,737,675,1254,696,
2013-01-04,446,739,670,1285,689,
2013-01-07,443,739,670,1319,679,
2013-01-08,442,739,682,1386,671,
2013-01-09,443,740,717,1384,663,
2013-01-10,443,741,754,1367,654,
2013-01-11,448,743,772,1367,646,
2013-01-14,451,745,774,1370,641,
2013-01-15,454,743,768,1365,637,
2013-01-16,457,740,754,1431,633,
2013-01-17,464,738,743,1573,631,
2013-01-18,470,735,740,1605,630,
2013-01-21,474,730,736,1604,630,
2013-01-22,477,728,729,1577,633,
2013-01-23,478,721,727,1564,632,
2013-01-24,478,713,723,1541,636,
2013-01-25,475,712,718,1520,647,
2013-01-28,472,711,713,1507,646,
2013-01-29,467,710,703,1491,637,
2013-01-30,461,695,690,1477,632,
2013-01-31,455,688,677,1468,636,
2013-02-01,449,684,664,1454,636,
2013-02-04,444,682,653,1461,635,
2013-02-05,438,681,651,1466,634,
2013-02-06,431,677,657,1484,632,
2013-02-07,425,674,695,1481,636,
2013-02-08,421,671,723,1461,638,
2013-02-11,418,669,737,1453,640,
2013-02-12,417,666,749,1448,643,
2013-02-13,414,668,782,1448,647,
2013-02-14,412,664,808,1429,655,
2013-02-15,412,667,832,1434,657,
2013-02-18,411,672,845,1408,661,
2013-02-19,411,679,859,1377,659,
2013-02-20,410,687,875,1355,658,
2013-02-21,411,695,892,1344,669,
2013-02-22,412,705,909,1335,673,
2013-02-25,414,717,922,1323,677,
2013-02-26,419,724,939,1291,683,
2013-02-27,426,734,961,1264,686,
2013-02-28,436,745,990,1249,692,
2013-03-01,447,764,1036,1243,697,
2013-03-04,454,781,1058,1239,700,
2013-03-05,466,801,1080,1246,696,
2013-03-06,472,818,1090,1251,690,
2013-03-07,478,837,1112,1260,686,
2013-03-08,483,852,1124,1262,681,
2013-03-11,485,864,1128,1260,674,
2013-03-12,486,876,1131,1314,666,
2013-03-13,490,889,1138,1314,661,
2013-03-14,494,903,1147,1302,661,
2013-03-15,506,913,1162,1299,669,
2013-03-18,513,925,1172,1295,663,
2013-03-19,522,937,1184,1290,662,
2013-03-20,532,950,1190,1294,659,
2013-03-21,539,959,1202,1290,664,
2013-03-22,542,968,1208,1284,671,
2013-03-25,543,978,1210,1284,677,
2013-03-26,545,981,1204,1275,675,
2013-03-27,547,977,1191,1258,669,
2013-03-28,547,965,1176,1249,663,
2013-04-02,543,944,1155,1229,661,
2013-04-03,537,933,1129,1209,658,
2013-04-04,529,924,1106,1209,659,
2013-04-05,525,915,1094,1215,677,
2013-04-08,523,912,1084,1223,707,
2013-04-09,518,907,1077,1236,712,
2013-04-10,518,902,1080,1250,709,
2013-04-11,521,900,1095,1257,702,
2013-04-12,526,901,1112,1265,682,
2013-04-15,528,902,1125,1257,674,
2013-04-16,531,902,1143,1251,663,
2013-04-17,537,900,1167,1245,638,
2013-04-18,538,899,1180,1238,630,
2013-04-19,539,898,1196,1234,632,
2013-04-22,540,902,1202,1230,634,
2013-04-23,540,902,1193,1220,638,
2013-04-24,543,903,1165,1214,638,
2013-04-25,544,905,1121,1220,626,
2013-04-26,545,904,1082,1246,622,
2013-04-29,545,900,1058,1260,623,
2013-04-30,544,895,1028,1273,621,
2013-05-01,545,888,1018,1279,619,
2013-05-02,546,884,1010,1322,623,
2013-05-03,546,880,1006,1344,623,
2013-05-07,546,876,999,1393,622,
2013-05-08,548,874,995,1408,620,
2013-05-09,551,872,995,1398,616,
2013-05-10,551,869,994,1382,620,
2013-05-13,553,866,993,1370,617,
2013-05-14,555,861,988,1360,615,
2013-05-15,555,857,974,1338,615,
2013-05-16,554,854,951,1334,614,
2013-05-17,553,853,930,1326,611,
2013-05-20,555,851,917,1317,612,
2013-05-21,554,852,899,1321,609,
2013-05-22,552,851,880,1333,605,
2013-05-23,551,853,863,1339,603,
2013-05-24,546,855,854,1350,604,
2013-05-28,545,857,838,1346,606,
2013-05-29,543,858,821,1348,609,
2013-05-30,537,859,806,1339,614,
2013-05-31,533,865,795,1336,614,
2013-06-03,529,871,786,1333,612,
2013-06-04,526,873,776,1338,610,
2013-06-05,521,877,768,1335,609,
2013-06-06,521,880,764,1344,608,
2013-06-07,524,885,764,1352,605,
2013-06-10,525,889,766,1359,602,
2013-06-11,525,890,777,1379,603,
2013-06-12,525,892,808,1427,601,
2013-06-13,528,895,833,1484,594,
2013-06-14,533,895,859,1537,590,
2013-06-17,539,900,878,1588,587,
2013-06-18,544,900,892,1674,586,
2013-06-19,547,903,909,1757,583,
2013-06-20,548,909,920,1792,580,
2013-06-21,552,916,927,1822,580,
2013-06-24,552,923,937,1912,584,
2013-06-25,552,930,959,1959,583,
2013-06-26,554,937,976,2061,580,
2013-06-27,558,944,994,2120,577,
2013-06-28,564,950,1007,2165,577,
2013-07-01,566,954,1014,2176,577,
2013-07-02,569,954,1016,2134,580,
2013-07-03,569,952,1017,2020,587,
2013-07-04,568,943,1012,1936,589,
2013-07-05,568,932,1008,1929,598,
2013-07-08,568,924,1002,1977,603,
2013-07-09,566,920,1006,2012,606,
2013-07-10,564,911,1024,2037,609,
2013-07-11,561,904,1062,2047,611,
2013-07-12,561,901,1097,2058,613,
2013-07-15,560,897,1118,2052,612,
2013-07-16,559,894,1136,2044,611,
2013-07-17,556,895,1153,2034,609,
2013-07-18,550,894,1165,2006,617,
2013-07-19,544,897,1172,1987,630,
2013-07-22,541,898,1170,1978,650,
2013-07-23,539,902,1159,1956,650,
2013-07-24,539,907,1145,1936,649,
2013-07-25,535,914,1123,1890,646,
2013-07-26,534,917,1104,1873,650,
2013-07-29,534,917,1090,1864,653,
2013-07-30,532,919,1075,1856,650,
2013-07-31,531,916,1057,1881,638,
2013-08-01,530,912,1041,1935,624,
2013-08-02,529,909,1021,1950,618,
2013-08-05,527,908,1009,1939,618,
2013-08-06,526,908,992,1907,618,
2013-08-07,525,907,977,1853,618,
2013-08-08,522,911,962,1829,621,
2013-08-09,521,913,948,1813,629,
2013-08-12,518,911,940,1805,632,
2013-08-13,516,910,933,1846,631,
2013-08-14,518,909,928,2021,631,
2013-08-15,517,910,926,2099,642,
2013-08-16,517,913,923,2112,645,
2013-08-19,519,916,917,2140,644,
2013-08-20,520,917,912,2218,647,
2013-08-21,522,919,905,2268,653,
2013-08-22,525,920,904,2284,663,
2013-08-23,528,925,903,2312,663,
2013-08-27,531,927,904,2335,658,
2013-08-28,531,929,901,2284,645,
2013-08-29,530,934,904,2256,642,
2013-08-30,531,937,907,2243,630,
2013-09-02,534,939,912,2263,622,
2013-09-03,534,939,921,2344,618,
2013-09-04,535,939,933,2445,608,
2013-09-05,534,943,961,2660,604,
2013-09-06,537,952,1020,2799,598,
2013-09-09,540,959,1105,3113,593,
2013-09-10,542,965,1186,3255,587,
2013-09-11,543,958,1241,3431,583,
2013-09-12,545,954,1278,3397,583,
2013-09-13,544,946,1306,3446,585,
2013-09-16,547,940,1321,3480,583,
2013-09-17,548,936,1349,3691,582,
2013-09-18,549,934,1385,3838,582,
2013-09-19,554,942,1415,3924,580,
2013-09-20,558,951,1453,4018,580,
2013-09-23,561,964,1509,4111,589,
2013-09-24,567,971,1602,4253,585,
2013-09-25,576,986,1745,4329,586,
2013-09-26,585,1012,1794,4193,588,
2013-09-27,594,1046,1800,3967,587,
2013-09-30,597,1069,1795,3853,586,
2013-10-01,597,1079,1786,3816,584,
2013-10-02,599,1087,1813,3810,586,
2013-10-03,602,1093,1862,3878,587,
2013-10-04,609,1101,1914,3943,594,
2013-10-07,618,1113,1947,4020,601,
2013-10-08,622,1127,1989,4085,599,
2013-10-09,629,1145,2016,3959,601,
2013-10-10,630,1162,2027,3621,595,
2013-10-11,632,1175,2024,3527,591,
2013-10-14,634,1182,2020,3455,587,
2013-10-15,637,1185,2021,3469,586,
2013-10-16,634,1186,2030,3478,589,
2013-10-17,632,1199,2059,3451,607,
2013-10-18,634,1206,2060,3264,617,
2013-10-21,635,1213,2054,3200,621,
2013-10-22,636,1221,2038,3110,621,
2013-10-23,639,1228,2010,2943,617,
2013-10-24,644,1243,1959,2775,614,
2013-10-25,649,1252,1904,2681,596,
2013-10-28,653,1258,1855,2526,600,
2013-10-29,656,1260,1790,2340,599,
2013-10-30,660,1266,1716,2164,596,
2013-10-31,665,1268,1667,2245,591,
2013-11-01,669,1269,1631,2316,595,
2013-11-04,673,1273,1612,2400,604,
2013-11-05,678,1280,1617,2553,608,
2013-11-06,681,1285,1614,2554,615,
2013-11-07,685,1291,1594,2533,623,
2013-11-08,690,1305,1565,2514,631,
2013-11-11,692,1315,1542,2506,635,
2013-11-12,693,1320,1510,2473,635,
2013-11-13,696,1321,1474,2455,639,
2013-11-14,699,1325,1438,2397,643,
2013-11-15,703,1339,1409,2377,647,
2013-11-18,705,1354,1382,2366,642,
2013-11-19,708,1360,1353,2366,647,
2013-11-20,715,1363,1346,2511,650,
2013-11-21,721,1371,1345,2447,655,
2013-11-22,728,1378,1362,2390,652,
2013-11-25,732,1393,1387,2391,652,
2013-11-26,737,1404,1427,2399,652,
2013-11-27,745,1418,1510,2496,653,
2013-11-28,757,1441,1613,2848,666,
2013-11-29,764,1458,1665,3089,673,
2013-12-02,771,1475,1695,3194,674,
2013-12-03,776,1488,1741,3316,680,
2013-12-04,782,1507,1795,3481,694,
2013-12-05,786,1522,1867,3843,699,
2013-12-06,789,1531,1923,3842,709,
2013-12-09,792,1552,1955,3831,740,
2013-12-10,796,1557,1997,4011,759,
2013-12-11,803,1554,2050,4210,780,
2013-12-12,810,1560,2085,4291,795,
2013-12-13,814,1562,2096,4246,804,
2013-12-16,817,1553,2082,4065,823,
2013-12-17,821,1546,2025,3818,829,
2013-12-18,820,1541,1946,3638,853,
2013-12-19,818,1517,1883,3596,870,
2013-12-20,811,1499,1858,3875,897,
2013-12-23,805,1482,1835,3996,932,
2013-12-24,801,1468,1825,4078,997,
2014-01-02,773,1453,1780,3733,997,
2014-01-03,763,1330,1750,3531,1021,
2014-01-06,750,1276,1724,3287,1026,
2014-01-07,744,1239,1692,3017,1006,
2014-01-08,741,1204,1672,2818,1014,
2014-01-09,735,1191,1645,2500,1026,
2014-01-10,730,1188,1621,2101,1041,
2014-01-13,726,1190,1598,1857,1051,
2014-01-14,725,1191,1580,1832,1053,
2014-01-15,724,1189,1572,1862,1090,
2014-01-16,722,1182,1570,1929,1142,
2014-01-17,719,1175,1564,2026,1222,
2014-01-20,719,1165,1552,2082,1273,
2014-01-21,715,1154,1530,1973,1344,
2014-01-22,715,1141,1496,1880,1340,
2014-01-23,715,1130,1468,1775,1323,
2014-01-24,712,1121,1437,1723,1243,
2014-01-27,708,1112,1413,1673,1186,
2014-01-28,705,1098,1387,1577,1132,
2014-01-29,700,1079,1369,1531,1099,
2014-01-30,691,1056,1347,1527,1065,
2014-01-31,684,1018,1337,1524,1037,
2014-02-03,682,996,1326,1516,1005,
2014-02-04,681,975,1313,1513,958,
2014-02-05,677,961,1307,1544,926,
2014-02-06,676,948,1307,1575,890,
2014-02-07,674,937,1304,1588,866,
2014-02-10,669,929,1305,1611,853,
2014-02-11,667,929,1322,1581,852,
2014-02-12,665,928,1324,1548,846,
2014-02-13,668,938,1313,1557,829,
2014-02-14,671,965,1311,1554,818,
2014-02-17,676,998,1308,1625,811,
2014-02-18,677,1026,1298,1667,802,
2014-02-19,678,1049,1282,1690,783,
2014-02-20,676,1068,1261,1680,772,
2014-02-21,677,1087,1244,1701,770,
2014-02-24,679,1098,1222,1707,761,
2014-02-25,679,1096,1187,1775,753,
2014-02-26,674,1096,1154,1912,750,
2014-02-27,673,1097,1123,2049,741,
2014-02-28,669,1100,1099,2084,737,
2014-03-03,666,1103,1080,2180,726,
2014-03-04,662,1107,1062,2326,717,
2014-03-05,661,1115,1053,2596,711,
2014-03-06,663,1116,1056,2830,702,
2014-03-07,663,1122,1075,2980,695,
2014-03-10,663,1131,1088,3023,689,
2014-03-11,666,1137,1104,3045,692,
2014-03-12,668,1149,1102,2600,681,
2014-03-13,668,1159,1106,2654,678,
2014-03-14,671,1173,1113,2677,676,
2014-03-17,671,1183,1116,2691,679,
2014-03-18,668,1191,1118,2818,682,
2014-03-19,667,1198,1120,2982,695,
2014-03-20,671,1200,1120,3129,699,
2014-03-21,674,1205,1112,3036,711,
2014-03-24,676,1209,1107,3055,712,
2014-03-25,676,1207,1088,2993,712,
2014-03-26,672,1201,1062,2761,711,
2014-03-27,659,1180,1018,2579,711,
2014-03-28,649,1139,978,2557,709,
2014-03-31,642,1115,942,2573,705,
2014-04-01,632,1090,897,2505,700,
2014-04-02,621,1068,867,2418,694,
2014-04-03,610,1047,836,2343,691,
2014-04-04,598,1025,822,2306,688,
2014-04-07,588,1003,812,2293,696,
2014-04-08,580,982,801,2029,696,
2014-04-09,571,965,794,1946,691,
2014-04-10,562,949,787,1865,693,
2014-04-11,556,936,782,1789,692,
2014-04-14,549,927,778,1765,693,
2014-04-15,543,921,777,1724,690,
2014-04-16,536,916,792,1613,693,
2014-04-17,533,909,812,1591,686,
2014-04-22,528,908,828,1616,677,
2014-04-23,524,909,840,1674,673,
2014-04-24,520,911,852,1692,666,
2014-04-25,517,909,864,1696,658,
2014-04-28,517,912,868,1668,657,
2014-04-29,515,916,872,1613,655,
2014-04-30,513,922,871,1600,651,
2014-05-01,514,919,871,1716,648,
2014-05-02,510,915,865,1829,644,
2014-05-06,510,915,866,1691,647,
2014-05-07,509,917,869,1681,648,
2014-05-08,508,920,879,1613,655,
2014-05-09,506,918,898,1541,665,
2014-05-12,504,909,910,1483,664,
2014-05-13,502,905,933,1453,661,
2014-05-14,497,904,969,1496,658,
2014-05-15,490,904,1016,1546,657,
2014-05-16,485,901,1041,1530,656,
2014-05-19,483,899,1054,1494,652,
2014-05-20,482,896,1061,1431,649,
2014-05-21,480,891,1056,1354,651,
2014-05-22,480,884,1028,1302,669,
2014-05-23,480,872,1001,1358,684,
2014-05-27,481,866,971,1457,691,
2014-05-28,481,855,940,1405,682,
2014-05-29,484,846,904,1379,674,
2014-05-30,485,839,872,1395,667,
2014-06-02,485,830,846,1429,657,
2014-06-03,485,829,816,1545,651,
2014-06-04,484,829,786,1604,641,
2014-06-05,482,821,758,1689,635,
2014-06-06,481,811,727,1793,630,
2014-06-09,478,802,713,1846,635,
2014-06-10,475,797,699,1903,636,
2014-06-11,469,787,678,1864,637,
2014-06-12,465,774,635,1792,637,
2014-06-13,459,760,582,1730,635,
2014-06-16,450,748,542,1695,641,
2014-06-17,446,740,514,1676,641,
2014-06-18,443,724,492,1767,650,
2014-06-19,442,715,474,1919,672,
2014-06-20,441,708,461,1950,712,
2014-06-23,440,704,452,1896,715,
2014-06-24,438,701,446,1848,717,
2014-06-25,433,694,433,1799,717,
2014-06-26,427,687,423,1748,717,
2014-06-27,420,679,419,1773,723,
2014-06-30,413,678,423,1871,721,
2014-07-01,409,675,446,2045,724,
2014-07-02,408,676,485,1999,728,
2014-07-03,404,677,557,1935,747,
2014-07-04,403,680,640,1864,750,
2014-07-07,402,682,680,1808,741,
2014-07-08,400,686,704,1755,736,
2014-07-09,397,687,710,1648,739,
2014-07-10,393,684,702,1523,752,
2014-07-11,390,681,679,1465,774,
2014-07-14,385,679,666,1422,786,
2014-07-15,380,675,644,1377,796,
2014-07-16,377,671,621,1289,820,
2014-07-17,373,666,603,1248,884,
2014-07-18,372,660,586,1235,896,
2014-07-21,369,659,576,1194,906,
2014-07-22,364,659,576,1191,918,
2014-07-23,361,661,584,1198,955,
2014-07-24,358,661,596,1201,946,
2014-07-25,357,666,606,1193,931,
2014-07-28,358,679,616,1187,891,
2014-07-29,357,684,624,1195,862,
2014-07-30,356,688,625,1200,848,
2014-07-31,355,704,619,1195,842,
2014-08-01,357,716,611,1176,833,
2014-08-04,356,728,610,1178,826,
2014-08-05,357,740,609,1163,815,
2014-08-06,358,753,609,1153,800,
2014-08-07,360,767,616,1150,794,
2014-08-08,363,785,624,1166,811,
2014-08-11,366,804,634,1197,807,
2014-08-12,370,819,651,1350,793,
2014-08-13,373,829,674,1546,762,
2014-08-14,376,845,739,1882,753,
2014-08-15,382,861,803,2151,748,
2014-08-18,387,877,836,2254,747,
2014-08-19,394,889,837,2256,749,
2014-08-20,399,902,828,2380,759,
2014-08-21,406,912,818,2578,768,
2014-08-22,413,925,812,2535,761,
2014-08-26,420,937,808,2430,759,
2014-08-27,427,944,811,2366,742,
2014-08-28,437,952,842,2551,735,
2014-08-29,442,963,871,2627,722,
2014-09-01,450,970,888,2606,699,
2014-09-02,456,977,903,2568,693,
2014-09-03,462,983,919,2489,687,
2014-09-04,466,988,927,2464,682,
2014-09-05,469,993,931,2483,677,
2014-09-08,472,997,940,2519,674,
2014-09-09,472,995,940,2596,665,
2014-09-10,474,1001,916,2602,660,
2014-09-11,476,1003,895,2570,652,
2014-09-12,477,1000,875,2546,645,
2014-09-15,479,1006,860,2523,640,
2014-09-16,484,1016,843,2442,635,
2014-09-17,488,1028,829,2342,630,
2014-09-18,494,1031,819,2192,625,
2014-09-19,498,1030,814,2112,615,
2014-09-22,505,1029,809,2118,612,
2014-09-23,513,1032,800,2077,607,
2014-09-24,521,1041,798,1967,604,
2014-09-25,525,1045,799,1837,605,
2014-09-26,526,1046,807,1852,608,
2014-09-29,528,1053,812,1922,611,
2014-09-30,529,1054,826,1915,613,
2014-10-01,531,1051,854,1853,623,
2014-10-02,531,1045,878,1788,639,
2014-10-03,530,1033,887,1758,639,
2014-10-06,530,1028,889,1735,645,
2014-10-07,528,1017,884,1698,649,
2014-10-08,523,1007,869,1632,657,
2014-10-09,520,993,864,1580,664,
2014-10-10,516,980,865,1544,674,
2014-10-13,513,970,868,1521,678,
2014-10-14,510,959,885,1485,683,
2014-10-15,506,952,909,1376,689,
2014-10-16,503,944,940,1315,694,
2014-10-17,501,933,966,1362,698,
2014-10-20,498,923,995,1512,700,
2014-10-21,498,916,1032,2003,702,
2014-10-22,496,911,1066,2186,703,
2014-10-23,491,907,1099,2258,699,
2014-10-24,489,906,1121,2422,699,
2014-10-27,485,900,1137,2852,716,
2014-10-28,481,899,1172,3436,735,
2014-10-29,476,898,1202,3560,754,
2014-10-30,472,896,1222,3534,777,
2014-10-31,467,891,1233,3552,795,
2014-11-03,463,892,1241,3640,809,
2014-11-04,458,889,1238,3781,813,
2014-11-05,457,888,1224,3702,820,
2014-11-06,455,888,1205,3612,825,
2014-11-07,454,886,1183,3661,833,
2014-11-10,451,881,1168,3613,839,
2014-11-11,451,879,1150,3419,839,
2014-11-12,451,876,1133,3229,835,
2014-11-13,451,873,1112,2972,843,
2014-11-14,450,873,1089,2931,865,
2014-11-17,451,875,1069,2971,871,
2014-11-18,453,875,1061,3106,909,
2014-11-19,455,881,1055,3127,937,
2014-11-20,457,904,1053,3130,964,
2014-11-21,462,926,1055,3038,973,
2014-11-24,469,942,1059,2975,975,
2014-11-25,476,956,1064,2963,960,
2014-11-26,482,970,1073,2612,947,
2014-11-27,487,980,1099,2347,939,
2014-11-28,491,984,1120,2151,893,
2014-12-01,492,986,1124,2025,866,
2014-12-02,495,989,1119,1898,851,
2014-12-03,498,987,1108,1677,833,
2014-12-04,498,984,1097,1452,826,
2014-12-05,499,980,1088,1282,818,
2014-12-08,497,971,1081,1165,815,
2014-12-09,497,969,1066,1075,818,
2014-12-10,494,966,1047,979,824,
2014-12-11,492,960,1026,879,835,
2014-12-12,493,953,1001,763,842,
2014-12-15,493,950,980,659,857,
2014-12-16,495,947,961,617,871,
2014-12-17,496,942,945,571,886,
2014-12-18,496,932,929,517,888,
2014-12-19,497,925,907,488,881,
2014-12-22,495,917,891,480,877,
2014-12-23,495,906,872,472,872,
2014-12-24,495,897,856,474,862,
2015-01-02,488,887,827,456,862,
2015-01-05,482,884,811,442,885,
2015-01-06,479,873,794,432,884,
2015-01-07,466,861,780,397,884,
2015-01-08,455,843,776,335,884,
2015-01-09,446,820,764,311,895,
2015-01-12,441,800,762,373,905,
2015-01-13,435,778,766,537,914,
2015-01-14,429,763,766,557,933,
2015-01-15,425,752,766,585,937,
2015-01-16,418,735,759,620,942,
2015-01-19,415,716,751,662,950,
2015-01-20,410,699,741,752,948,
2015-01-21,402,684,725,971,953,
2015-01-22,392,673,704,965,946,
2015-01-23,380,659,685,887,934,
2015-01-26,373,650,669,857,917,
2015-01-27,364,642,648,831,889,
2015-01-28,356,632,620,785,878,
2015-01-29,348,618,550,725,870,
2015-01-30,340,599,508,679,868,
2015-02-02,332,585,480,665,863,
2015-02-03,326,567,454,663,894,
2015-02-04,321,556,437,669,904,
2015-02-05,309,545,428,680,910,
2015-02-06,301,538,430,689,922,
2015-02-09,295,530,434,687,920,
2015-02-10,289,523,446,711,900,
2015-02-11,281,516,469,700,886,
2015-02-12,273,508,489,652,870,
2015-02-13,268,496,499,630,867,
2015-02-16,263,486,505,614,863,
2015-02-17,261,480,508,589,853,
2015-02-18,260,480,514,564,841,
2015-02-19,267,478,516,539,845,
2015-02-20,270,483,514,542,841,
2015-02-23,266,490,512,543,840,
2015-02-24,274,492,514,534,838,
2015-02-25,289,490,519,529,838,
2015-02-26,300,496,531,525,838,
2015-02-27,308,506,540,521,837,
2015-03-02,318,515,551,516,841,
2015-03-03,327,528,564,490,835,
2015-03-04,338,541,576,478,835,
2015-03-05,348,550,583,464,844,
2015-03-06,352,560,587,470,851,
2015-03-09,356,566,590,468,848,
2015-03-10,357,573,591,457,837,
2015-03-11,361,580,588,431,827,
2015-03-12,364,589,586,394,818,
2015-03-13,368,596,585,378,816,
2015-03-16,370,606,588,372,812,
2015-03-17,375,611,595,366,809,
2015-03-18,378,616,604,357,796,
2015-03-19,383,623,613,407,783,
2015-03-20,384,627,617,423,772,
2015-03-23,386,635,617,435,769,
2015-03-24,388,640,609,448,786,
2015-03-25,390,645,602,455,803,
2015-03-26,390,648,599,456,813,
2015-03-27,390,648,597,456,811,
2015-03-30,393,647,600,460,801,
2015-03-31,392,649,598,475,792,
2015-04-01,389,650,596,463,809,
2015-04-02,386,646,589,454,804,
2015-04-07,385,636,584,448,795,
2015-04-08,382,631,585,450,776,
2015-04-09,379,624,591,461,764,
2015-04-10,373,617,600,466,771,
2015-04-13,369,613,609,460,772,
2015-04-14,366,609,619,470,778,
2015-04-15,362,608,626,494,790,
2015-04-16,360,608,636,521,798,
2015-04-17,358,612,642,532,800,
2015-04-20,357,619,646,537,799,
2015-04-21,355,618,659,549,805,
2015-04-22,355,619,669,544,801,
2015-04-23,351,620,680,543,792,
2015-04-24,348,621,685,545,784,
2015-04-27,347,624,687,546,778,
2015-04-28,346,626,685,551,773,
2015-04-29,345,628,673,558,772,
2015-04-30,343,627,658,565,768,
